state,cardholder,balance,numTrans,numIntlTrans,creditLine,fraudRisk
44,1,10753,16,0,10,0
43,2,4000,47,1,3,0
11,1,4451,18,0,10,0
5,1,8745,56,5,8,0
28,1,12000,17,1,11,0
25,1,0,30,29,7,0
11,1,693,12,2,4,0
37,1,1678,52,8,12,0
39,1,0,17,8,20,0
39,1,5760,46,0,20,0
36,1,3373,32,28,14,0
45,1,8550,37,0,10,0
36,1,3000,47,18,2,0
7,1,9145,45,0,29,0
35,1,1896,100,23,4,0
46,1,7050,24,8,12,0
23,1,301,35,15,7,0
48,1,0,20,1,18,0
44,1,14680,27,0,19,1
5,1,6586,11,0,11,0
20,1,8000,83,0,7,0
10,1,4515,100,2,10,0
35,1,3938,7,0,5,0
44,1,0,100,10,37,0
13,1,3408,23,0,20,0
21,1,6266,4,15,8,0
49,1,6135,3,0,14,0
39,1,6945,14,0,7,0
5,1,214,12,0,3,0
44,1,8940,9,0,14,0
15,1,887,29,0,5,0
32,1,5956,6,0,8,0
15,1,683,20,15,4,0
24,1,6770,9,0,21,0
44,2,3066,15,0,4,0
44,1,5967,18,8,16,0
15,1,5626,46,0,8,0
32,1,1699,30,0,75,0
32,1,2949,40,0,13,0
5,1,6609,10,0,10,0
12,1,6148,12,60,33,0
5,1,3000,95,3,4,0
35,1,743,16,0,15,0
35,1,1958,100,0,4,0
37,1,3000,23,11,2,0
19,1,906,36,5,3,0
10,1,15511,29,0,16,0
10,1,5039,18,0,15,0
44,1,7730,45,2,18,0
48,1,6835,17,4,14,0
6,1,5254,48,0,5,0
5,1,2602,11,2,3,0
36,1,3000,31,15,2,0
6,1,2320,18,1,5,0
15,1,0,5,24,3,0
32,1,4720,100,0,7,0
25,1,14649,80,0,15,1
43,1,2321,15,0,19,0
21,2,4761,44,0,8,0
5,1,4717,12,11,18,0
5,1,7004,8,1,10,0
36,1,2167,29,4,5,0
17,1,2240,6,0,11,0
31,1,2816,13,0,3,0
46,1,4554,100,0,7,1
21,1,1099,26,0,8,0
11,1,0,8,1,36,0
16,1,7228,100,0,11,0
13,1,4000,18,33,3,0
14,1,11561,89,0,18,0
15,1,1005,25,0,7,0
2,1,1915,21,0,12,0
38,1,2734,64,6,3,0
6,1,8120,31,0,10,0
18,1,1161,47,0,29,0
2,1,0,26,17,15,0
35,1,4308,21,0,15,0
25,1,20434,29,0,29,1
10,1,12129,33,0,18,0
44,1,8299,100,6,9,0
29,1,8000,50,14,7,0
36,1,5980,12,1,20,0
7,1,13000,6,19,12,1
14,1,765,26,8,6,0
10,1,0,30,1,22,0
23,1,5902,23,0,6,0
37,1,840,29,0,4,0
25,1,1440,6,2,15,0
48,1,15856,3,4,23,1
48,1,2520,68,0,3,0
44,1,4513,4,0,4,0
13,1,730,26,0,19,0
29,1,6229,65,3,8,0
25,1,874,16,1,7,0
4,1,14926,26,12,16,1
29,1,1576,9,0,4,0
5,1,1064,11,29,12,0
26,1,1445,6,3,15,0
44,1,8071,33,8,31,0
5,1,1695,37,0,7,0
11,1,7803,22,0,7,0
44,1,3395,28,12,10,0
11,1,0,40,5,11,0
11,1,1528,11,0,32,0
7,1,16000,21,0,15,0
4,1,0,4,12,9,0
5,1,1742,29,0,25,0
36,1,1614,15,0,7,0
46,1,5202,9,0,7,0
5,1,6601,24,0,12,0
23,1,6438,13,0,6,0
35,1,9821,38,36,13,0
15,2,5837,49,0,9,0
19,1,1231,19,6,4,0
23,1,4833,8,0,9,0
23,1,1391,2,0,6,0
11,1,0,44,1,12,0
41,1,4391,57,0,6,0
5,1,691,16,26,3,0
44,1,10438,11,5,10,0
36,1,0,86,3,6,0
49,1,2587,49,7,7,0
38,1,8621,0,0,22,0
6,1,3310,53,0,20,0
15,1,2527,24,15,6,0
10,1,521,5,0,4,0
19,1,584,5,10,4,0
32,1,1960,25,0,4,0
4,1,7000,14,10,6,0
48,1,271,20,3,35,0
18,1,2187,8,17,10,0
48,1,3156,60,6,3,0
9,1,0,5,7,3,0
10,1,0,92,1,7,0
16,1,49,53,1,2,0
32,1,1812,87,0,6,0
5,1,5025,11,0,17,0
44,1,10201,100,18,63,1
38,1,2732,10,3,22,0
15,1,5769,33,0,11,0
44,2,0,35,0,17,0
5,1,1338,27,0,7,0
25,1,8837,42,7,10,0
5,1,2443,17,0,9,0
15,1,1354,15,0,15,0
32,1,9596,29,7,14,0
6,1,3890,39,0,9,0
5,1,4580,9,0,8,0
44,1,2764,54,4,51,0
45,1,2786,7,8,5,0
35,1,3151,66,0,6,0
38,1,0,6,24,1,0
26,1,1949,11,11,75,0
5,1,5801,5,0,9,0
10,1,3367,9,0,6,0
48,1,3070,6,0,10,0
13,1,0,80,2,6,0
24,1,4928,68,0,9,0
10,1,652,9,6,4,0
5,1,6179,70,2,38,1
21,1,9000,21,16,8,0
37,1,5000,78,19,4,0
20,1,5000,7,23,4,0
44,1,7783,7,0,11,0
36,1,101,28,0,19,0
46,1,11101,14,4,22,0
21,1,0,34,9,9,0
6,1,1440,12,0,13,0
5,1,661,54,0,8,0
12,1,3000,36,7,2,0
36,1,0,62,14,10,0
5,1,3273,30,12,8,0
44,1,7000,90,12,6,0
18,2,1055,68,0,18,0
5,1,873,7,9,9,0
44,1,2386,100,0,3,0
18,1,1702,14,0,3,0
11,1,7911,38,0,15,0
16,1,2750,24,0,8,0
15,1,2891,4,1,4,0
4,1,3181,100,0,5,0
16,1,0,37,9,3,0
10,1,0,49,7,1,0
24,1,5230,57,0,29,1
36,1,3071,67,0,5,0
36,1,3554,8,0,7,0
10,1,4000,100,12,14,0
3,1,9244,7,0,10,0
49,1,9402,20,6,11,0
18,1,7432,14,0,12,0
15,1,9289,15,0,10,0
10,1,4911,71,3,13,0
5,1,5081,44,5,7,0
4,1,4000,24,32,3,0
4,1,21561,19,15,21,1
36,1,3000,63,3,2,0
23,1,1567,6,0,6,0
37,1,3000,68,8,2,0
5,1,1477,21,36,11,0
38,1,7969,19,0,16,0
5,1,6780,6,4,9,0
10,1,7217,6,8,7,0
19,1,3000,5,0,2,1
45,1,9664,32,0,28,0
15,1,11615,16,10,12,0
7,1,1087,10,1,4,0
49,1,5791,15,3,69,0
45,1,2486,100,0,14,0
4,1,6437,24,0,10,0
36,1,50,2,0,5,0
15,1,5164,26,0,12,0
5,1,6987,17,0,7,0
5,1,1734,8,0,5,0
19,1,213,5,0,5,0
5,1,4963,76,0,6,0
27,1,7000,74,6,6,0
35,1,9465,45,11,9,0
33,1,8938,2,0,11,0
10,1,3906,44,8,9,0
49,1,0,31,8,14,0
25,1,6332,14,7,17,0
36,1,0,22,14,8,0
48,1,205,28,14,3,0
13,1,5576,46,0,15,0
18,1,1648,17,19,3,0
10,1,2906,8,4,2,0
48,2,388,39,1,6,0
23,1,16034,36,0,22,0
2,1,2040,84,0,2,0
48,1,3853,7,31,9,0
21,1,4937,11,0,8,0
5,1,1548,6,2,9,0
5,1,6117,14,0,8,0
16,1,5524,22,0,5,0
17,1,0,12,9,9,0
32,1,4981,9,19,6,0
10,1,1057,47,0,2,0
35,1,3372,13,0,8,0
24,2,9262,10,0,22,0
33,1,0,94,0,13,0
17,2,8000,10,0,7,0
39,1,2048,30,0,9,0
7,1,2028,18,0,3,0
4,1,2826,11,9,11,0
35,1,487,59,0,6,0
50,1,6008,87,0,18,0
4,1,1489,7,0,4,0
40,1,0,13,27,39,0
11,2,11819,16,3,37,0
48,1,12000,43,1,11,0
19,1,540,74,0,2,0
20,1,12322,10,0,31,0
4,1,520,6,1,8,0
5,1,5668,24,1,13,0
35,1,6583,100,1,11,0
2,1,457,78,8,29,1
15,1,2688,60,0,21,0
44,1,9097,11,1,19,0
24,1,8329,19,10,8,0
6,2,4000,21,24,3,0
5,1,5786,3,3,20,0
15,1,2542,78,0,2,0
39,1,3405,13,0,6,0
29,1,3385,22,5,33,0
26,1,2950,26,0,39,0
11,1,13000,16,1,12,0
40,1,0,80,1,3,0
49,1,4000,29,10,3,0
44,1,12533,32,1,19,0
3,1,3161,35,1,4,0
5,1,10558,2,0,31,0
12,1,10435,10,0,18,0
36,1,6463,31,0,7,0
36,1,1966,15,6,10,0
39,1,6732,33,0,23,0
15,1,8814,17,0,8,0
7,1,0,5,11,20,0
26,1,0,54,5,2,0
50,1,14000,11,4,13,0
16,1,3455,16,1,6,0
46,1,3636,88,0,5,0
2,2,0,44,0,7,0
50,1,4000,23,3,3,0
39,1,3615,6,10,5,0
44,1,7058,3,0,8,0
42,1,3195,20,4,13,0
11,2,7993,28,0,8,0
23,1,0,26,0,42,0
49,1,8000,47,20,7,0
44,1,3260,16,4,4,0
32,1,6147,13,0,17,0
2,1,3533,21,0,12,0
22,1,0,51,0,31,0
35,1,765,6,25,3,0
46,2,2010,34,6,5,0
44,1,893,12,11,4,0
21,1,2129,15,0,3,0
21,1,6854,6,0,20,0
5,1,3380,15,0,7,0
50,1,4600,36,1,9,0
2,1,519,13,0,11,0
23,1,4591,30,0,4,0
34,1,0,58,1,12,0
5,1,2714,14,0,3,0
43,1,4240,6,0,9,0
36,2,0,26,4,3,0
13,1,8615,5,8,9,0
44,1,8990,38,0,21,0
49,1,13374,30,0,21,0
20,1,14000,10,8,13,0
15,1,5150,46,0,5,0
44,1,6467,10,0,8,0
29,1,3178,54,0,3,0
5,1,7761,73,1,11,0
35,1,0,32,12,75,0
29,1,0,96,13,6,0
2,1,1842,73,0,4,0
5,1,1142,59,22,8,0
25,1,214,20,3,4,0
36,1,2631,19,6,3,0
43,1,2929,65,2,22,0
35,1,0,37,60,13,0
23,1,0,42,1,69,0
12,1,852,42,24,8,0
18,1,4313,76,4,16,0
49,1,2477,10,10,3,0
1,1,7000,60,9,6,0
41,1,6000,33,14,5,0
11,1,1603,26,1,5,0
39,1,5807,20,1,10,0
11,1,2869,17,0,3,0
36,1,2402,34,0,11,0
10,1,1474,10,60,9,0
11,1,7000,17,7,6,0
43,1,5200,9,0,18,0
10,1,5363,20,4,8,0
35,1,0,33,22,13,0
46,1,6705,25,0,25,0
16,1,11662,7,0,18,0
15,1,1902,2,0,4,0
16,1,0,22,1,30,0
40,1,1503,49,0,3,0
5,1,0,11,8,21,0
36,2,0,20,0,17,0
10,1,2339,43,0,4,0
5,1,0,51,41,4,0
16,1,1975,25,0,2,0
31,1,7053,17,0,20,0
48,1,5217,2,0,5,0
29,1,4465,5,0,9,0
15,1,207,20,2,5,0
36,1,8214,17,49,47,1
18,1,4391,17,3,4,0
34,1,7000,38,14,6,0
31,1,0,13,16,19,0
21,1,9414,45,0,17,0
35,1,9601,5,0,49,0
49,1,2665,7,0,2,0
10,1,4659,67,0,8,0
46,1,2477,15,0,7,0
34,1,8952,6,4,11,0
33,1,9493,100,0,27,1
34,1,10527,77,0,13,1
20,2,1227,43,0,15,0
41,1,16369,15,5,38,1
16,1,4021,17,0,9,0
44,1,0,20,38,2,0
31,1,3579,59,0,10,0
44,1,2513,16,0,4,0
48,1,4175,100,3,11,1
29,1,337,40,18,5,0
40,1,6000,3,1,5,0
45,1,5459,11,0,8,0
15,1,9821,11,26,12,0
21,1,3322,42,0,4,0
49,1,5000,35,9,4,0
46,1,7451,33,0,12,0
16,1,33,1,4,3,0
44,1,1194,15,6,11,0
44,1,7003,7,2,13,0
46,1,10777,100,0,12,0
22,1,0,37,0,10,0
8,1,5000,73,4,4,0
15,1,3450,9,0,5,0
50,1,5277,2,0,11,0
43,1,689,8,4,5,0
40,1,4947,24,20,15,0
35,1,2988,5,0,14,0
5,1,3839,48,3,12,0
6,1,0,53,11,10,0
43,1,10164,1,0,14,0
25,1,0,1,18,4,0
24,1,19000,63,5,18,0
5,1,6592,0,0,20,0
23,1,0,93,15,2,0
39,1,2608,41,1,2,0
35,1,0,34,7,28,0
4,1,4448,8,0,24,0
2,1,12000,13,1,11,0
4,1,1093,40,0,7,0
3,1,1750,11,0,2,0
21,1,0,49,6,26,0
5,1,3399,2,14,8,0
35,1,13712,19,0,15,0
18,1,2214,24,12,5,0
10,1,2040,99,6,2,0
10,1,1549,10,16,2,0
34,1,5564,10,0,31,0
35,1,1051,7,9,2,0
42,1,0,48,10,12,0
39,1,6036,26,0,33,0
5,2,4867,8,0,8,0
39,1,1380,9,0,2,0
41,1,620,100,29,6,0
23,1,0,10,15,16,0
22,1,1352,47,2,17,0
39,1,0,2,21,3,0
18,1,0,58,0,20,0
6,1,332,12,0,5,0
44,1,0,3,21,13,0
4,1,0,34,30,7,0
19,1,0,32,6,17,0
14,1,11710,21,1,14,0
25,1,3089,9,1,4,0
32,1,1875,96,4,5,0
28,1,7199,15,0,14,0
39,1,4187,7,3,4,0
39,1,10064,48,0,10,0
8,1,16974,30,0,18,1
36,1,13024,48,0,21,1
48,1,8330,20,0,12,0
15,1,980,13,4,7,0
20,1,273,41,2,6,0
5,1,11540,6,0,31,0
50,1,8000,18,7,7,0
10,1,4897,13,0,5,0
26,1,2562,17,0,2,0
34,1,10242,40,0,17,0
11,1,9213,61,0,42,1
44,1,11111,65,0,49,1
49,1,11215,15,1,51,0
39,1,4217,10,2,9,0
36,1,1802,9,0,11,0
46,1,949,100,50,5,0
15,1,4462,24,5,5,0
23,1,1123,6,0,6,0
19,1,2874,60,0,6,0
36,1,484,5,0,13,0
39,1,365,21,0,5,0
20,1,850,3,0,17,0
10,1,11602,34,21,11,0
15,1,6174,24,0,18,0
11,2,12882,28,2,12,0
49,1,3060,43,0,10,0
16,1,15000,32,6,14,0
22,1,11000,18,1,10,0
32,1,8749,13,0,9,0
5,2,4318,16,7,36,0
44,1,1400,16,0,5,0
5,1,7987,3,0,12,0
9,1,8883,20,0,15,0
23,1,7673,29,5,8,0
18,1,1280,5,1,7,0
5,1,11325,5,0,23,0
49,1,1658,52,12,4,0
7,1,0,20,7,17,0
40,1,575,20,16,14,0
48,1,5702,13,7,9,0
45,1,3309,86,2,12,0
36,1,3170,20,0,4,0
44,1,922,93,9,5,0
46,1,8469,56,2,23,0
45,1,0,9,4,10,0
18,1,179,63,3,3,0
7,1,3809,29,0,24,0
25,1,4656,2,0,5,0
35,1,0,31,33,2,0
46,1,3417,7,0,7,0
25,1,0,50,0,27,0
6,1,0,100,3,21,0
10,1,3946,58,0,5,0
38,1,9054,8,0,27,0
10,1,5000,74,13,4,0
51,1,5937,25,0,15,0
43,1,4766,43,5,8,0
7,1,10137,37,37,20,0
45,1,4777,100,7,15,0
49,1,6000,25,13,5,0
15,1,6021,5,36,32,0
32,1,0,12,1,48,0
3,1,91,31,0,6,0
34,1,9000,4,8,8,0
11,1,3626,93,0,10,1
44,1,7000,93,1,6,1
10,1,1339,30,0,5,0
29,1,12287,56,0,25,0
33,1,2855,82,1,5,0
42,1,7560,77,2,15,1
7,1,0,19,1,5,0
36,1,3780,14,0,5,0
43,1,0,26,14,5,0
25,1,10000,63,21,9,1
21,1,0,21,6,3,0
19,1,2041,21,0,3,0
39,2,6000,17,1,5,0
25,1,0,16,7,3,0
35,1,1153,55,0,25,0
10,1,1343,4,4,14,0
10,1,2882,65,0,7,0
20,1,4565,0,26,6,0
44,1,2711,8,3,8,0
44,1,4213,22,0,9,0
41,1,5248,1,10,13,0
44,1,1496,53,0,12,0
15,1,5000,2,24,4,0
44,1,128,26,21,26,0
19,1,9119,46,0,20,0
24,1,0,2,0,43,0
45,1,6682,31,0,12,0
21,1,624,100,3,2,0
5,1,0,43,12,28,0
44,1,3623,11,0,21,0
46,1,13579,12,0,21,0
11,1,6500,9,9,11,0
21,1,0,19,27,4,0
23,1,7538,30,0,9,0
10,2,147,54,0,4,0
44,1,5323,31,6,7,0
45,1,0,8,0,21,0
5,1,656,47,6,5,0
23,1,2874,41,14,4,0
40,1,8000,6,6,7,0
11,1,3822,22,0,7,0
32,1,5306,10,3,5,0
44,1,6102,7,16,15,0
4,2,578,11,6,9,0
10,1,9459,18,0,13,0
5,1,101,28,2,2,0
20,1,0,34,11,3,0
44,1,4268,13,0,11,0
29,1,3558,10,0,5,0
5,1,0,23,9,14,0
29,1,5000,14,29,4,0
22,1,3656,10,0,7,0
35,1,7639,23,22,25,0
49,1,3907,79,12,21,1
43,1,1474,7,0,26,0
28,1,11959,1,0,11,0
10,1,18928,30,0,19,1
5,1,19,11,0,5,0
34,1,2000,27,6,1,0
24,1,6010,81,0,26,0
44,1,2912,36,0,4,0
35,1,527,4,7,31,0
36,1,0,33,53,2,0
10,1,530,4,3,16,0
44,1,1152,5,7,1,0
5,1,11041,26,0,19,1
35,1,14717,5,2,51,1
5,1,3588,14,0,5,0
23,1,0,8,59,15,0
15,1,3893,1,0,9,0
26,1,0,100,0,42,0
44,1,1226,27,5,20,0
5,1,4432,100,3,10,0
15,1,1053,6,3,10,0
11,1,17057,100,0,19,1
5,1,10368,11,1,12,0
16,1,9923,13,0,10,0
5,1,4378,6,0,16,0
37,1,3000,29,48,2,0
44,1,1827,20,0,12,0
20,1,4634,15,0,13,0
17,1,4134,16,0,23,0
23,1,3413,94,0,5,0
39,1,1596,18,20,2,0
21,1,3336,4,0,5,0
32,1,7094,19,0,11,0
41,1,7113,36,21,18,0
36,1,59,4,0,6,0
35,1,3968,24,0,10,0
15,1,0,79,8,21,0
21,1,7312,5,0,14,0
28,1,5999,12,0,6,0
11,1,0,8,25,4,0
48,1,12808,1,0,14,0
9,1,0,46,9,4,0
22,1,13000,12,0,12,0
43,1,1815,9,0,4,0
15,1,1140,27,0,12,0
20,1,5194,29,0,6,0
44,1,3087,7,0,3,0
35,1,2542,6,0,4,0
4,1,4553,5,0,6,0
2,1,13574,62,1,17,1
17,1,3000,57,4,2,0
20,1,473,14,1,21,0
48,1,7446,9,0,14,0
6,1,5225,21,19,10,0
23,1,3933,18,0,8,0
2,1,9258,18,24,10,0
7,1,1204,14,3,3,0
32,2,0,14,8,7,0
10,1,4632,22,0,4,0
5,1,4000,42,9,3,1
43,1,8466,5,1,9,0
5,1,6264,6,1,12,0
5,1,551,13,0,6,0
1,1,0,85,3,12,0
6,1,4000,49,13,3,0
46,1,6000,65,3,5,0
43,1,8000,2,5,7,0
5,1,3000,0,56,2,0
22,1,0,15,1,2,0
11,1,2994,59,7,3,0
17,1,1074,2,6,15,0
5,1,9044,3,1,14,0
5,1,2938,9,1,19,0
3,1,0,19,12,7,0
11,1,1490,24,0,8,0
9,1,1867,37,0,5,0
4,2,2709,6,0,4,0
39,1,675,22,0,4,0
10,1,6747,16,5,43,0
44,1,776,60,2,3,0
21,1,3673,21,0,3,0
24,1,2254,6,25,4,0
23,1,3570,100,0,5,1
11,1,7889,31,0,9,0
2,1,6484,9,10,13,0
23,1,5837,15,7,11,0
35,1,665,2,0,10,0
11,1,5346,4,0,9,0
40,2,3048,30,0,14,0
37,1,0,92,0,1,0
5,1,612,47,0,2,0
36,1,6100,33,0,14,0
13,1,23323,49,0,58,1
5,1,0,7,1,33,0
21,1,7691,17,0,8,0
2,1,2099,21,38,10,0
15,1,14749,17,0,14,0
5,1,0,9,60,32,1
32,1,4984,76,0,30,0
49,1,5782,11,0,31,0
5,1,3487,47,3,7,0
44,1,12678,15,0,60,0
16,1,1611,26,0,13,0
3,1,0,53,3,31,0
43,1,3855,10,0,25,0
26,1,5857,16,0,20,0
6,1,0,31,1,15,0
11,1,10722,19,0,11,0
29,1,9000,31,60,8,0
39,1,8467,15,14,12,0
46,1,1630,41,0,13,0
44,1,7523,58,0,7,0
43,1,2397,39,16,13,0
27,1,6326,30,0,9,0
11,1,1652,6,12,15,0
14,1,12280,10,0,26,0
21,1,3569,77,2,14,0
48,1,7584,69,0,7,0
44,1,2996,81,3,3,0
5,1,1368,7,0,7,0
35,1,5638,42,1,5,0
5,1,4592,26,0,4,0
49,1,9433,5,1,13,0
39,1,8055,14,0,13,0
10,1,1512,78,2,4,0
41,1,0,16,20,14,0
25,1,3995,6,8,10,0
44,1,16,33,6,3,0
46,1,10250,10,1,11,0
5,1,6442,22,1,6,0
36,1,1775,5,0,2,0
10,1,5508,10,0,28,0
3,1,0,23,0,35,0
29,1,7000,49,18,6,0
38,1,0,63,21,3,0
16,1,794,42,3,19,0
24,1,3585,16,3,11,0
23,1,2886,23,0,7,0
2,1,0,18,3,5,0
13,1,3994,2,0,4,0
11,1,12000,10,2,11,0
41,1,1894,17,6,22,0
44,1,3917,38,0,6,0
1,1,4000,8,11,3,0
49,1,3044,8,2,3,0
39,1,2967,36,0,31,0
20,1,4000,5,25,3,0
46,1,6186,14,14,21,0
5,1,2829,29,0,5,0
10,2,99,4,0,2,0
44,1,9354,87,0,10,0
2,1,5000,83,6,4,0
32,1,2625,18,44,5,0
24,1,344,95,0,5,0
7,1,5673,10,4,6,0
8,1,8281,21,1,18,0
36,1,5595,28,6,23,0
4,1,1807,8,4,3,0
3,1,2318,18,0,10,0
37,1,918,14,1,27,0
16,1,5910,12,3,5,0
29,1,8292,54,0,32,0
35,1,1512,20,0,2,0
29,2,1636,8,0,2,0
13,1,7643,34,0,12,0
44,1,4463,77,1,7,0
24,1,1371,16,3,3,0
15,1,4845,46,0,4,0
19,1,15000,54,8,14,0
23,1,723,13,0,5,0
23,1,2166,10,0,16,0
26,1,5844,36,12,10,0
6,1,2790,22,0,4,0
35,1,3264,17,1,7,0
50,1,8628,7,1,13,0
41,1,4158,12,16,4,0
46,1,6855,4,0,15,0
46,1,5578,16,0,14,0
5,1,740,5,10,3,0
5,1,1005,2,20,17,0
11,1,7000,47,14,6,0
24,1,8093,27,0,22,0
29,1,3846,66,4,5,0
22,1,7000,8,13,6,0
23,1,6889,15,0,53,0
5,1,3333,43,0,4,0
15,1,376,12,21,3,0
38,1,3309,13,0,8,0
48,1,3535,22,20,6,0
49,1,0,59,4,16,0
5,1,1194,18,0,4,0
32,1,7197,3,5,8,0
46,1,0,45,3,50,0
16,1,8064,5,1,26,0
48,1,0,8,12,31,0
46,1,7655,47,0,28,0
41,2,1091,27,1,3,0
36,1,5380,35,0,12,0
39,1,3140,6,0,16,0
26,1,3705,2,0,3,0
36,1,2668,21,2,3,0
2,1,5629,72,0,10,0
33,1,5578,14,5,6,0
33,1,567,10,4,2,0
44,1,6990,30,0,13,0
35,1,2252,39,37,5,0
5,1,5346,10,3,18,0
21,1,6592,14,7,21,0
23,1,16874,4,1,71,1
2,1,3114,81,0,3,0
14,1,2325,29,0,5,0
19,1,3000,16,15,2,0
10,1,1984,100,0,5,0
16,1,1939,39,0,33,0
35,1,19,25,4,4,0
41,1,5342,27,0,16,0
14,1,0,42,3,20,0
32,1,8196,26,0,69,1
5,1,2743,15,0,35,0
15,2,6000,13,22,5,0
5,1,14432,17,0,27,1
21,1,2734,34,0,5,0
10,1,7773,24,12,8,0
10,1,5200,20,1,19,0
32,1,6824,7,0,17,0
36,1,9313,56,0,40,1
44,1,625,24,0,6,0
5,1,380,44,24,3,0
49,1,9352,20,4,13,0
37,1,0,46,0,63,0
44,1,5036,38,0,6,0
39,1,2661,20,0,55,0
35,1,7285,12,0,15,0
5,1,1885,9,5,2,0
36,1,2840,22,0,2,0
4,1,8295,51,12,9,1
44,1,10890,24,2,12,0
23,1,4064,100,0,7,0
44,1,4000,45,53,3,0
12,1,17495,51,9,18,1
30,1,6939,12,0,6,0
5,1,3891,55,0,7,0
38,1,6491,4,2,34,0
36,1,9903,12,0,14,0
17,1,8368,12,11,9,0
48,1,4587,5,2,7,0
41,1,2855,17,2,5,0
6,1,9799,11,0,16,0
11,1,1807,10,0,24,0
10,1,3708,11,0,28,0
1,1,1615,37,8,5,0
44,1,11390,6,3,20,0
5,2,0,49,9,38,0
39,1,3536,8,0,5,0
33,1,9383,83,0,26,1
5,2,9623,100,0,30,1
10,1,4658,7,0,19,0
4,2,0,4,15,22,0
44,1,5344,5,1,45,0
44,1,1018,67,0,6,0
26,1,8000,32,2,7,0
39,1,2388,11,6,5,0
44,1,15225,7,1,24,0
26,1,6457,11,14,7,0
16,1,0,6,23,1,0
39,1,3058,14,0,4,0
24,1,2916,11,3,9,0
51,1,9000,1,0,8,0
29,1,5000,6,26,4,0
15,1,1127,49,0,10,0
2,1,67,8,0,7,0
15,1,165,9,32,5,0
5,1,2000,95,1,1,0
10,1,10444,25,0,19,0
36,1,8616,31,0,10,0
19,1,1978,15,0,3,0
15,1,3000,42,16,2,0
44,1,1531,3,0,6,0
5,1,10345,9,0,13,0
24,1,3780,42,0,5,0
5,1,7185,24,28,18,0
46,1,9680,8,17,27,0
37,1,75,100,0,3,0
18,1,0,12,54,5,0
29,1,1644,17,1,4,0
18,1,4000,11,60,3,0
38,2,7000,71,2,6,0
10,1,5883,25,52,13,0
20,1,16000,16,1,15,0
35,1,2468,80,0,2,0
39,1,8906,9,11,12,0
37,1,4062,7,2,22,0
23,1,878,89,0,8,0
35,1,4060,5,0,18,0
11,1,4083,21,2,9,0
35,1,5000,19,44,4,0
20,1,636,9,2,4,0
44,1,2932,58,0,4,0
5,1,1697,12,0,20,0
35,1,8000,11,52,7,0
39,1,5684,57,18,10,0
38,1,8000,20,20,7,0
5,2,0,33,6,28,0
36,1,2573,5,16,28,0
10,2,1956,9,0,2,0
44,1,0,33,7,13,0
28,1,1437,14,0,9,0
47,1,11000,10,2,10,0
5,1,5188,21,8,7,0
20,1,7391,9,3,14,0
23,1,11861,16,0,12,0
6,1,2434,87,0,3,0
40,1,11794,9,1,20,0
41,1,7743,8,0,10,0
5,1,7148,100,26,7,0
2,2,2695,7,0,4,0
49,1,1725,10,0,2,0
16,1,3832,100,0,13,0
24,1,3649,23,19,3,0
11,1,9106,15,9,33,0
35,1,4463,11,6,4,0
39,1,2258,10,2,21,0
38,1,1052,10,1,5,0
35,1,9000,100,19,8,1
43,1,5865,5,3,22,0
24,1,10258,19,0,24,0
29,2,317,10,4,3,0
50,1,0,18,5,2,0
44,1,1217,10,3,10,0
37,1,8116,67,0,9,0
44,1,1873,32,0,15,0
20,1,3615,62,0,3,0
49,1,3023,16,0,11,0
44,1,0,89,39,29,1
5,1,1224,22,3,4,0
19,1,17,9,19,16,0
44,1,303,3,17,2,0
10,1,737,9,2,22,0
11,1,2261,35,0,21,0
5,1,9000,7,8,8,1
19,1,11101,94,0,15,1
7,1,8318,27,2,11,0
9,1,2110,2,0,5,0
34,1,1308,49,0,32,0
15,1,765,4,1,3,0
45,1,2664,6,0,2,0
24,1,5076,6,0,5,0
36,1,507,11,33,16,0
41,1,1879,100,0,7,0
41,2,4689,16,1,6,0
11,1,7708,5,0,16,0
44,1,3521,81,0,4,0
5,1,655,3,4,4,0
44,1,3172,15,0,9,0
25,1,5187,11,23,11,0
44,1,11849,23,1,22,0
44,1,6415,6,0,7,0
44,1,8750,11,0,23,0
3,2,3000,17,4,2,0
21,1,3000,40,54,2,0
2,1,636,70,0,17,0
46,1,4000,68,41,3,0
14,1,8612,19,11,15,0
44,1,9053,22,14,25,0
38,1,13000,6,4,12,0
16,1,18634,9,22,40,1
36,1,6752,7,1,8,0
35,1,2533,14,0,9,0
46,1,1235,67,1,3,0
3,1,5000,7,16,4,0
11,1,3011,15,0,10,0
50,1,2000,59,0,1,0
4,1,2163,40,24,6,0
13,1,10163,36,0,16,0
44,1,2895,87,2,4,0
48,1,9168,26,1,20,0
37,2,6818,22,0,19,0
6,1,6000,57,10,5,0
49,1,0,34,14,6,0
44,1,6000,50,7,5,0
29,1,13513,15,0,16,0
49,1,1973,24,0,7,0
46,1,12189,5,2,29,0
35,1,4882,16,0,6,0
41,1,1695,32,0,5,0
10,1,4853,1,0,4,0
5,1,8748,23,15,9,0
44,1,8704,31,0,13,0
35,1,2263,18,0,6,0
15,1,2739,4,45,18,0
5,1,2273,31,0,13,0
20,1,7049,1,0,8,0
5,2,11915,61,25,13,0
21,1,6277,18,3,7,0
5,1,11514,19,0,13,0
35,1,0,46,0,44,0
39,1,0,94,7,6,0
37,1,2958,24,0,28,0
41,1,5694,42,7,10,0
